"Health Center Name","City","State","Total Patients","Children (< 18 years old)","Adult (18 - 64)","Older Adults (age 65 and over)","Racial and/or Ethnic Minority","Hispanic/Latino Ethnicity","Black/African American","Asian","American Indian/Alaska Native","Native Hawaiian / Other Pacific Islander","More than one race","Best Served in another language","year","category","Patients at or below 200% of poverty","Patients at or below 100% of poverty","Uninsured","Medicaid/CHIP","Medicare","Other Third Party","Hypertension","Diabetes","Asthma","HIV","Prenatal Patients","Prenatal Patients who Delivered","Access to Prenatal Care (First Prenatal Visit in 1st Trimester)","Low Birth Weight","Cervical Cancer Screening","Adolescent Weight Screening and Follow Up","Adult Weight Screening and Follow Up","Adults Screened for Tobacco Use and Receiving Cessation Intervention","Colorectal Cancer Screening","Childhood Immunization","Depression Screening","Dental Sealants","Asthma Treatment (Appropriate Treatment Plan)","Statin Therapy for the Prevention and Treatment of Cardiovascular Disease","Heart Attack/Stroke Treatment (Aspirin Therapy for Ischemic Vascular Disease Patients)","Blood Pressure Control (Hypertensive Patients with Blood Pressure < 140/90)","Uncontrolled Diabetes > 9%","HIV Linkage to Care","Breast Cancer Screening","Depression Remission","HIV Screening","Health Center Service Grant Expenditures","Total Cost","Total Cost Per Patient","Medical","Dental","Mental Health","Substance Abuse","Vision","Enabling"
"UNITED FAMILY PRACTICE HEALTH CENTER, INC.","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Patient Characteristics","0.9653958046241","0.894196907058643","0.17007895088987","0.460457647531112","0.102234711628529","0.267228689950488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Patient Characteristics","0.895528567485509","0.73847640077284","0.248822823377343","0.495891422767981","0.097128612316499","0.158157141538177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WEST SIDE COMMUNITY HEALTH SERVICES, INC. DBA MINNESOTA COMMUNITY CARE","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Patient Characteristics","0.984182083547","0.736894008125912","0.409970875449717","0.403232254011764","0.042801667523271","0.143995203015248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CEDAR RIVERSIDE PEOPLES CENTER","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Clinical Data",NA,NA,NA,NA,NA,NA,"0.211139891174035","0.112590175275481","0.05766804829699","0.000720850603712","119","80","0.705882352941177","0.075949367088608","0.409090909090909","0.701285855588526","0.505434782608696","0.968","0.223002633889377","0.205882352941176","0.763248451479697","0.436619718309859","0.921259842519685","0.733637747336377","0.954545454545455","0.63573883161512","0.226457399103139","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMMUNITY HEALTH SERVICES, INC.","MOORHEAD","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Clinical Data",NA,NA,NA,NA,NA,NA,"0.269490206440345","0.23735038606338","0.026376524892845","0.000989119683482","36","18","0.916666666666667","0.227272727272727","0.476231633535004","0.76","0.586466165413534","0.613138686131387","0.516425755584757","0","0.658493089612127","-","0.954545454545455","0.774834437086093","0.796296296296296","0.63474025974026","0.358348968105066","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"COOK AREA HEALTH SERVICES, INC.","COOK","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Clinical Data",NA,NA,NA,NA,NA,NA,"0.333032786419709","0.094648551732332","0.030413756045137","0","7","5","1","0","0.500598086124402","0.510956175298805","0.559552746718522","0.879597095338487","0.505005561735261","0.560606060606061","0.561318206374932","0.567164179104478","0.933333333333333","0.732013201320132","0.930501930501931","0.703018108651912","0.217115689381933","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HENNEPIN CO COMMUNITY HEALTH DEPARTMENT","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Clinical Data",NA,NA,NA,NA,NA,NA,"0.192422501039822","0.083615605065664","0.077725118483412","0.005371248025276","56","26","0.589285714285714","0.185185185185185","0.345885634588563","0.70126582278481","0.373068432671082","0.875883739198743","0.351029252437703","0.144736842105263","0.076379974326059","-","0.782608695652174","0.764150943396226","0.883720930232558","0.37524557956778","0.463636363636364","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HENNEPIN COUNTY, DEPARTMENT OF PRIMARY CARE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Clinical Data",NA,NA,NA,NA,NA,NA,"0.246177906660313","0.153866979826822","0.056448675927371","0.001092555017949","649","313","0.775038520801233","0.068403908794788","0.631660899653979","0.699514226231784","0.562264742785445","0.777139208173691","0.469439925633279","0.503978779840849","0.546023943550305","0.214622641509434","0.735294117647059","0.71689497716895","0.832191780821918","0.529850746268657","0.321703437660339","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"INDIAN HEALTH BOARD OF MINNEAPOLIS, INC.","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Clinical Data",NA,NA,NA,NA,NA,NA,"0.194024525361026","0.152611414619842","0.049708737864078","0.002330097087379","47","22","0.617021276595745","0.045454545454546","0.437718277066356","0.428807947019868","0.823630136986301","0.952259164535379","0.325966850828729","0.354166666666667","0.567513368983957","0.302325581395349","0.78494623655914","0.604166666666667","0.935483870967742","0.612466124661247","0.389473684210526","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAKE SUPERIOR COMMUNITY HEALTH CENTER","DULUTH","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Clinical Data",NA,NA,NA,NA,NA,NA,"0.44866767406239","0.17697223601514","0.075886317023147","0.000878992089071","5","0","0.8","-","0.523423423423423","0.84942084942084894","0.833163438668026","0.871138996138996","0.48236092265943","0.111111111111111","0.615996025832091","0.43859649122807","0.914893617021277","0.719936708860759","0.822033898305085","0.565068493150685","0.224215246636771","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NATIVE AMERICAN COMMUNITY CLINIC","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Clinical Data",NA,NA,NA,NA,NA,NA,"0.24070767671586","0.108464065839421","0.147163120567376","0.002836879432624","70","44","0.742857142857143","0.25","0.331584470094439","0.771897810218978","0.821318228630278","0.885187810063785","0.261788617886179","0.176470588235294","0.477309562398703","0.383333333333333","0.968","0.592105263157895","0.928571428571429","0.64922480620155","0.31140350877193","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEIGHBORHOOD HEALTHSOURCE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Clinical Data",NA,NA,NA,NA,NA,NA,"0.159836065573771","0.093212983856969","0.039258717386003","0.000853450377957","148","84","0.77027027027027","0.05952380952381","0.451937984496124","0.68621867881549","0.736693191865606","0.917313352956917","0.310496543054683","0.484076433121019","0.579306528956105","-","0.77037037037037","0.547811993517018","0.842592592592593","0.647435897435897","0.307262569832402","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"OPEN CITIES HEALTH CENTER","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Clinical Data",NA,NA,NA,NA,NA,NA,"0.326689397608711","0.177189301306121","0.051662596280293","0.00394514371595","86","14","0.627906976744186","0","0.289079229122056","0.608695652173913","0.916109702696474","0.928890876565295","0.351926977687627","0.125","0.522428229665072","0.211538461538462","0.911111111111111","0.654575432811212","0.866666666666667","0.515745276417075","0.32620320855615","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"OPEN DOOR HEALTH CENTER","MANKATO","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Clinical Data",NA,NA,NA,NA,NA,NA,"0.222678584671289","0.155104766886646","0.066298342541437","0.000345303867403","7","0","0.857142857142857","-","0.274038461538462","0.159509202453988","0.321849501359927","0.714964370546318","0.3968","0.3","0.667035398230089","0.75","0.740740740740741","0.712609970674487","0.774193548387097","0.620767494356659","0.270903010033445","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAWTOOTH MOUNTAIN CLINIC, INC","GRAND MARAIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Clinical Data",NA,NA,NA,NA,NA,NA,"0.321086224922511","0.088406756420791","0.057524941625982","0.000424538314583","43","20","0.813953488372093","0","0.643626570915619","0.678333333333333","0.403441682600382","0.936440677966102","0.676363636363636","0.653061224489796","0.515685688676427","-","0.875","0.543681085665819","0.80327868852459","0.686258278145695","0.156996587030717","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOUTHSIDE COMMUNITY HEALTH SERVICES","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Clinical Data",NA,NA,NA,NA,NA,NA,"0.126505070904584","0.116532994579488","0.040311804008909","0.000445434298441","165","88","0.787878787878788","0.022727272727273","0.775353016688062","0.739780658025922","0.668197879858657","0.940128649183573","0.571218795888399","0.616438356164384","0.991932773109244","0.882352941176471","0.98019801980198","0.610421836228288","0.966666666666667","0.762025316455696","0.26685393258427","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNITED FAMILY PRACTICE HEALTH CENTER, INC.","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Clinical Data",NA,NA,NA,NA,NA,NA,"0.226556190639428","0.125516754593882","0.065266625488985","0.001715736737355","469","228","0.744136460554371","0.142222222222222","0.72921325472657","0.915499533146592","0.539828540810859","0.90515873015873","0.558628318584071","0.442687747035573","0.431834728795049","0.64367816091954","0.870879120879121","0.644155844155844","0.914463452566096","0.615899252262889","0.244609665427509","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Clinical Data",NA,NA,NA,NA,NA,NA,"0.226781082163366","0.153641497107712","0.05776220145379","0.001427829698858","165","100","0.781818181818182","0.03","0.397292993630573","0.652985074626866","0.344084136722174","0.960583488516449","0.470899470899471","0.451612903225806","0.473487876365574","0.96969696969697","0.739837398373984","0.684701492537313","0.716981132075472","0.610626486915147","0.273939393939394","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"WEST SIDE COMMUNITY HEALTH SERVICES","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Clinical Data",NA,NA,NA,NA,NA,NA,"0.197194154790903","0.14629333867222","0.035260840217287","0.00591430683681","1115","475","0.834977578475336","0.046218487394958","0.602675305674574","0.645572916666667","0.791372735938989","0.950796230094248","0.379406919275124","0.446247464503043","0.627920328578369","0.420634920634921","0.850746268656716","0.480886291697103","0.908745247148289","0.681152574397733","0.376347598823914","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CEDAR RIVERSIDE PEOPLES CENTER","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Clinical Data",NA,NA,NA,NA,NA,NA,"0.106808434823931","0.057020809871942","0.031042767900048","-","151","87","0.768211920529801","-","0.156390977443609","0.331654072208228","0.219495091164095","0.887838418564676","0.104031856645097","0.186813186813187","0.871507045617387","-","-","0.758982035928144","0.88","0.473684210526316","0.381742738589212","-","0.062118126272912","0.28494623655914","0.104513348497546",NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMMUNITY HEALTH SERVICES, INC.","MOORHEAD","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Clinical Data",NA,NA,NA,NA,NA,NA,"0.317873710305828","0.262350975816516","0.023313905079101","-","36","20","0.694444444444444","-","0.40138067061144","0.546268656716418","0.582236842105263","0.6953125","0.51685393258427","0","0.557386363636364","-","-","0.770833333333333","0.837837837837838","0.551369863013699","0.431289640591966","-","0.37696335078534","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"COOK AREA HEALTH SERVICES, INC.","COOK","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Clinical Data",NA,NA,NA,NA,NA,NA,"0.340299350937798","0.094520597955679","0.031686239751828","-","-","-","-","0","0.568069306930693","0.446756425948592","0.464783696818019","0.954101820100237","0.512224569876245","0.454545454545455","0.574118113357115","0.472222222222222","-","0.766946417043254","0.914807302231237","0.664802237315222","0.21474358974359","-","0.506666666666667","-","0.007036943955768",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HENNEPIN CO COMMUNITY HEALTH DEPARTMENT","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Clinical Data",NA,NA,NA,NA,NA,NA,"0.119536769428388","0.093387244226438","0.071893063583815","0.015895953757225","29","23","0.620689655172414","-","0.260606060606061","0.259259259259259","0.361358574610245","0.723947550034507","0.363438520130577","-","0.076521739130435","-","-","0.924050632911392","0.774193548387097","0.368078175895765","0.531380753138075","-","0.186206896551724","0","0.750209907640638",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HENNEPIN COUNTY, DEPARTMENT OF PRIMARY CARE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Clinical Data",NA,NA,NA,NA,NA,NA,"0.224699612205186","0.163873534919204","0.050211526458146","-","590","368","0.833898305084746","0.107816711590297","0.590534494937603","0.619315518049695","0.650325945241199","0.823213248111563","0.461067664059844","0.172268907563025","0.498077687922577","0.292620865139949","-","0.743589743589744","0.773584905660377","0.520915896081022","0.392768079800499","-","0.667048710601719","-","0.692171493613254",NA,NA,NA,NA,NA,NA,NA,NA,NA
"INDIAN HEALTH BOARD OF MINNEAPOLIS, INC.","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Clinical Data",NA,NA,NA,NA,NA,NA,"0.208971814211989","0.145891993722917","0.034747474747475","-","54","37","0.592592592592593","-","0.334502923976608","0.172972972972973","0.668918918918919","0.849431818181818","0.276408450704225","-","0.340300457217505","0.302631578947368","-","0.651282051282051","0.956521739130435","0.457671957671958","0.459459459459459","-","0.325503355704698","-","0.120086160473883",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAKE SUPERIOR COMMUNITY HEALTH CENTER","DULUTH","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Clinical Data",NA,NA,NA,NA,NA,NA,"0.465216085594334","0.176040150248917","0.073632752826153","-","-","-","-","0","0.480357142857143","0.558333333333333","0.752624212736179","0.902981542830099","0.573549257759784","0","0.566471163245357","0.615384615384615","-","0.684499314128944","0.855172413793103","0.515322580645161","0.297356828193833","-","0.328732747804266","-","0.11511839708561",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NATIVE AMERICAN COMMUNITY CLINIC","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Clinical Data",NA,NA,NA,NA,NA,NA,"0.251795253753577","0.189099700706388","0.124190064794816","-","65","35","0.769230769230769","-","0.344155844155844","0.483375959079284","0.631338742393509","0.832794830371567","0.207119741100324","-","0.279835390946502","-","-","0.798319327731092","0.758064516129032","0.586642599277978","0.312039312039312","-","0.078369905956113","0.142259414225941","0.244751664106503",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEIGHBORHOOD HEALTHSOURCE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Clinical Data",NA,NA,NA,NA,NA,NA,"0.168894331168058","0.098371082743399","0.037301587301587","-","102","62","0.745098039215686","-","0.378492154611558","0.515576323987539","0.513575525812619","0.896024464831804","0.256664600123993","0.436974789915966","0.566771624374884","-","-","0.7825","0.846153846153846","0.519467213114754","0.410714285714286","-","0.356350184956843","-","0.153612845673506",NA,NA,NA,NA,NA,NA,NA,NA,NA
"OPEN CITIES HEALTH CENTER","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Clinical Data",NA,NA,NA,NA,NA,NA,"0.317002250430306","0.145135465640344","0.038714390065741","0.004626247869491","22","-","-","0","0.275280898876405","0.142405063291139","0.36339074636947","0.809832522960562","0.301574803149606","-","0.29414017617771","0","-","0.750593824228028","0.787878787878788","0.472566371681416","0.313253012048193","0","0.436908517350158","-","0.385428907168038",NA,NA,NA,NA,NA,NA,NA,NA,NA
"OPEN DOOR HEALTH CENTER","MANKATO","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Clinical Data",NA,NA,NA,NA,NA,NA,"0.384560975270066","0.220697766406894","0.066700610997963","-","-","-","-","0","0.496589358799454","0.12962962962963","0.525940337224384","0.646817248459959","0.469785575048733","-","0.730474732006126","0.708609271523179","-","0.726190476190476","0.714285714285714","0.556797020484171","0.236666666666667","-","0.37984496124031","-","0.080853816300129",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAWTOOTH MOUNTAIN CLINIC, INC","GRAND MARAIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Clinical Data",NA,NA,NA,NA,NA,NA,"0.330068193570628","0.094910815046608","0.049469964664311","-","41","29","0.878048780487805","0","0.600200400801603","0.365853658536585","0.293836978131213","0.942806076854334","0.697005284791544","0.605263157894737","0.452830188679245","-","-","0.594880847308032","0.89622641509434","0.481792717086835","0.182156133828996","-","0.617253948967193","-","0.176966292134831",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOUTHSIDE COMMUNITY HEALTH SERVICES","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Clinical Data",NA,NA,NA,NA,NA,NA,"0.123610433667331","0.102919234867434","0.036492999770484","-","173","98","0.763005780346821","-","0.656686626746507","0.651079136690647","0.759751271905031","0.933333333333333","0.477134146341463","0.777777777777778","0.972454672245467","0.675","-","0.658536585365854","0.967741935483871","0.590909090909091","0.299382716049383","-","0.540625","-","0.439897698209719",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNITED FAMILY PRACTICE HEALTH CENTER, INC.","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Clinical Data",NA,NA,NA,NA,NA,NA,"0.249144796018656","0.118922665562107","0.065427879823437","0.001779866154065","348","240","0.695402298850575","0.066666666666667","0.110492681921253","0.055690072639225","0.045199850579006","0.134328358208955","0.55011135857461","0.5","0.775997864103591","0.37037037037037","-","0.410221465076661","0.880658436213992","0.474515434314429","0.257861635220126","-","0.175656984785615","-","0.005735759493671",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Clinical Data",NA,NA,NA,NA,NA,NA,"0.247797665840447","0.15352343250014","0.058277254374159","-","173","93","0.658959537572254","-","0.286121286121286","0.342885375494071","0.295947426067908","0.712593000826674","0.072026800670017","0.350649350649351","0.192611573777493","0.790909090909091","-","0.74","0.829931972789116","0.502155172413793","0.327710843373494","-","0.085034013605442","-","0.346884999058912",NA,NA,NA,NA,NA,NA,NA,NA,NA
"WEST SIDE COMMUNITY HEALTH SERVICES","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Clinical Data",NA,NA,NA,NA,NA,NA,"0.220149038940354","0.149688146975417","0.037117903930131","0.006914119359534","944","450","0.872881355932203","0.062084257206208","0.527518959913326","0.553323960634666","0.569798842656379","0.870302474793767","0.3053772070626","0.558974358974359","0.374521458795084","0.233830845771144","-","0.668615272195835","0.847262247838617","0.529767233661594","0.47003367003367","-","0.288135593220339","0.04","0.132588099654118",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CEDAR RIVERSIDE PEOPLES CENTER","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Clinical Data",NA,NA,NA,NA,NA,NA,"0.202727463057514","0.113723760116795","0.045286195286195","-","107","73","0.663551401869159","-","0.276702061211743","0.467486818980668","0.437611181702668","0.974309569685292","0.1734375","-","0.892498066511988","0.666666666666667","-","0.80952380952381","0.811111111111111","0.54006586169045","0.291581108829569","0","0.106518282988871","0.266129032258065","0.252132196162047",NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMMUNITY HEALTH SERVICES, INC.","MOORHEAD","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Clinical Data",NA,NA,NA,NA,NA,NA,"0.242605156478028","0.195067082093219","0.020715096481271","-","22","-","0.772727272727273","0","0.395419847328244","0.662162162162162","0.520279255319149","0.38989010989011","0.362694300518135","0","0.457374830852503","-","-","0.733870967741935","0.653061224489796","0.610497237569061","0.429840142095915","1","0.268211920529801","-","0.330636651424552",NA,NA,NA,NA,NA,NA,NA,NA,NA
"COOK AREA HEALTH SERVICES, INC.","COOK","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Clinical Data",NA,NA,NA,NA,NA,NA,"0.357714870951744","0.096515930093453","0.034500621632822","-","-","-","-","0","0.512380952380952","0.542759407069555","0.489250814332248","0.906227967097532","0.4960219478738","0.569230769230769","0.66421478484737","0.803418803418803","-","0.738266151297626","0.90359168241966","0.677083333333333","0.228699551569507","-","0.574157303370787","-","0.006174305390644",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HENNEPIN CO COMMUNITY HEALTH DEPARTMENT","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Clinical Data",NA,NA,NA,NA,NA,NA,"0.228230378041861","0.107341411514783","0.06878887669228","0.023417489937797","25","-","-","-","0.245210727969349","0.344370860927152","0.378155117026159","0.548933038999264","0.221411192214112","-","0.052962768746723","-","-","0.488135593220339","0.719298245614035","0.411053540587219","0.516605166051661","0.75","0.138755980861244","0","0.774439272111722",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HENNEPIN COUNTY, DEPARTMENT OF PRIMARY CARE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Clinical Data",NA,NA,NA,NA,NA,NA,"0.221763426002078","0.167263714862811","0.050184404636459","-","428","284","0.824766355140187","0.113879003558719","0.626886145404664","0.6664","0.765695332859512","0.777765511150364","0.502467612584824","0.170124481327801","0.413421371782779","0.250825082508251","-","0.756218905472637","0.803921568627451","0.527707808564232","0.331408775981524","1","0.623321123321123","-","0.767485428809326",NA,NA,NA,NA,NA,NA,NA,NA,NA
"INDIAN HEALTH BOARD OF MINNEAPOLIS, INC.","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Clinical Data",NA,NA,NA,NA,NA,NA,"0.250559456677346","0.219761633610337","0.037319762510602","-","46","27","0.760869565217391","0","0.432539682539683","0.23968253968254","0.708714198659354","0.924098671726755","0.318867924528302","-","0.498571428571429","-","-","0.680952380952381","0.904761904761905","0.495238095238095","0.35","1","0.419230769230769","-","0.208982035928144",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAKE SUPERIOR COMMUNITY HEALTH CENTER","DULUTH","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Clinical Data",NA,NA,NA,NA,NA,NA,"0.497608097794455","0.179140230301946","0.05829054666264","0","-","-","-","-","0.434859154929577","0.804597701149425","0.888196721311475","0.828089375284998","0.420743639921722","0","0.598958333333333","0.60655737704918","-","0.699055330634278","0.876712328767123","0.509188361408882","0.300884955752212","-","0.36","-","0.13563545745817",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NATIVE AMERICAN COMMUNITY CLINIC","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Clinical Data",NA,NA,NA,NA,NA,NA,"0.239026539217537","0.218815026197746","0.134427510746385","0.006252442360297","51","28","0.705882352941177","-","0.271823204419889","0.641826923076923","0.698846387370977","0.786228983186549","0.21474358974359","-","0.252115059221658","0.298245614035088","-","0.709401709401709","0.833333333333333","0.613445378151261","0.297169811320755","1","-","-","0.460583153347732",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEIGHBORHOOD HEALTHSOURCE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Clinical Data",NA,NA,NA,NA,NA,NA,"0.208353211584466","0.104528468394124","0.037783043707214","-","84","46","0.80952380952381","-","0.424032586558045","0.612466124661247","0.686543654365437","0.886079466518477","0.28030303030303","0.56989247311828","0.551417769376181","-","-","0.779043280182232","0.776859504132231","0.621848739495798","0.301369863013699","1","0.326553672316384","-","0.383546815803716",NA,NA,NA,NA,NA,NA,NA,NA,NA
"OPEN CITIES HEALTH CENTER","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Clinical Data",NA,NA,NA,NA,NA,NA,"0.398515055852356","0.172550720050641","0.048169014084507","-","26","-","0.884615384615385","0","0.333953488372093","0.786240786240786","0.697708257548199","0.921269095182139","0.414653156664069","-","0.618451025056948","0.9","-","0.798214285714286","0.722222222222222","0.576271186440678","0.320408163265306","-","0.532554257095159","-","0.391304347826087",NA,NA,NA,NA,NA,NA,NA,NA,NA
"OPEN DOOR HEALTH CENTER","MANKATO","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Clinical Data",NA,NA,NA,NA,NA,NA,"0.401021665071797","0.257269961767061","0.058492688413948","0","-","-","-","0","0.57325746799431","0.216931216931217","0.592857142857143","0.724882629107981","0.413988657844991","-","0.66783523225241","0.74537037037037","-","0.712538226299694","0.80952380952381","0.517311608961303","0.258169934640523","-","0.417293233082707","-","0.071895424836601",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAWTOOTH MOUNTAIN CLINIC, INC","GRAND MARAIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Clinical Data",NA,NA,NA,NA,NA,NA,"0.325137477531989","0.096660577574352","0.049397590361446","-","41","19","0.951219512195122","-","0.625396825396825","0.561586638830898","0.298889262874453","0.938377535101404","0.706459054209919","-","0.53960731211916","-","-","0.571545380212592","0.864077669902913","0.638939670932358","0.170212765957447","-","0.644628099173554","-","0.182839173405211",NA,NA,NA,NA,NA,NA,NA,NA,NA
